0629,133.248.0.0/16|133.123.0.0/16,150.79.0.0/16,163.193.0.0/16,,,202.198.0.0/18,203.76.128.0/17,,
0706,133.253.0.0/16|133.20.0.0/16,150.53.0.0/16,163.227.0.0/16,,,202.184.0.0/18,203.78.128.0/17,,
0713,133.6.0.0/16|133.138.0.0/16,150.203.0.0/16,163.80.0.0/16,202.0.47.0/24,,202.129.194.0/18,203.29.0.0/17,202.31.173.0/21,
0720,133.235.0.0/16|133.60.0.0/16,150.52.0.0/16,163.66.0.0/16,,202.124.219.0/21,202.118.199.0/18,203.251.128.0/17,,
0727,133.133.0.0/16|133.79.0.0/16,150.244.0.0/16,163.221.0.0/16,202.167.116.0/24,,202.6.198.0/18,203.140.0.0/17,,
0803,133.186.0.0/16|133.103.0.0/16,150.72.0.0/16,163.33.0.0/16,,202.11.8.0/21,202.1.58.0/18,203.179.0.0/17,,
0810,133.15.0.0/16|133.132.0.0/16,150.51.0.0/16,163.162.0.0/16,,202.208.28.0/21,202.217.243.0/18,203.211.0.0/17,,
0817,133.74.0.0/16|133.138.0.0/16,150.235.0.0/16,163.35.0.0/16,,202.19.221.0/21,202.27.6.0/18,203.138.0.0/17,,
0824,133.117.0.0/16|133.132.0.0/16,150.194.0.0/16,163.45.0.0/16,,202.202.90.0/18,202.197.170.0/18,203.190.128.0/17,,
0831,133.22.0.0/16|133.220.0.0/16,150.61.0.0/16,163.205.0.0/16,202.228.49.0/24,,202.7.95.0/18,203.77.0.0/17,,
0907,133.170.0.0/16|133.24.0.0/16,150.59.0.0/16,163.33.0.0/16,,202.248.52.0/21,202.246.49.0/18,203.114.128.0/17,202.94.105.0/21,
0914,133.156.0.0/16|133.55.0.0/16,150.247.0.0/16,163.66.0.0/16,,202.136.38.0/21,202.134.57.0/18,203.115.0.0/17,,
0921,133.85.0.0/16|133.194.0.0/16,150.3.0.0/16,163.204.0.0/16,,202.250.60.0/21,202.245.244.0/18,203.113.0.0/17,,
0928,133.244.0.0/16|133.52.0.0/16,150.43.0.0/16,163.162.0.0/16,,,202.25.70.0/18,203.241.128.0/17,202.217.108.0/21,
1005,133.138.0.0/16|133.99.0.0/16,150.206.0.0/16,163.223.0.0/16,,202.53.16.0/21,202.56.176.0/18,203.178.0.0/17,,
1012,133.11.0.0/16|133.251.0.0/16,150.200.0.0/16,163.29.0.0/16,,202.116.36.0/21,202.121.26.0/18,203.77.0.0/17,,
1019,133.150.0.0/16|133.124.0.0/16,150.243.0.0/16,163.221.0.0/16,,202.12.63.0/21,202.5.19.0/18,203.79.0.0/17,,
1026,133.117.0.0/16|133.186.0.0/16,150.198.0.0/16,163.52.0.0/16,202.95.185.0/24,202.249.161.0/21,202.246.192.0/18,203.130.0.0/17,,
1102,133.138.0.0/16|133.101.0.0/16,150.200.0.0/16,163.241.0.0/16,202.128.233.0/24,202.54.216.0/21,202.62.182.0/18,203.77.0.0/17,,
1109,133.234.0.0/16|133.31.0.0/16,150.14.0.0/16,163.206.0.0/16,202.199.133.0/24,202.124.210.0/21,202.118.0.0/16,203.66.128.0/17,,
1116,133.117.0.0/16|133.132.0.0/16,150.71.0.0/16,163.222.0.0/16,202.199.72.0/24,202.12.24.0/21,202.6.0.0/18,203.154.0.0/17,202.6.253.0/21,
1123,133.10.0.0/16|133.252.0.0/16,150.192.0.0/16,163.221.0.0/16,202.224.75.0/24,202.53.222.0/21,202.56.217.0/18,203.69.0.0/17,,
1130,133.250.0.0/16|133.114.0.0/16,150.149.0.0/16,163.211.0.0/16,202.63.182.0/24,202.245.217.0/21,202.254.193.0/18,203.158.128.0/17,,
1207,133.117.0.0/16|133.244.0.0/16,150.74.0.0/16,163.226.0.0/16,,202.11.208.0/21,202.6.0.0/18,203.78.128.0/17,,
1214,133.150.0.0/16|133.101.0.0/16,150.53.0.0/16,163.204.0.0/16,,202.52.255.0/21,202.59.0.0/18,203.65.0.0/17,,
1221,133.21.0.0/16|133.200.0.0/16,150.244.0.0/16,163.38.0.0/16,,202.11.217.0/21,202.6.192.0/18,203.205.0.0/16,,
1228,133.18.0.0/16|133.248.0.0/16,150.196.0.0/16,163.182.0.0/16,202.255.15.0/24,202.55.218.0/21,202.63.192.0/18,203.50.128.0/17,,
