825,133.149.0.0/16|133.31.64.0/18,150.51.0.0/16,163.129.0.0/16,202.23.134.0/24,202.136.80.0/21,202.134.64.0/18,203.203.0.0/17,202.6.232.0/21,202.136.160.0/19
901,133.107.0.0/16|133.231.64.0/18,150.183.0.0/16,163.253.0.0/16,202.224.9.0/24,202.52.32.0/21,202.57.128.0/18,203.178.128.0/17,202.249.40.0/21,202.52.160.0/19
908,133.168.0.0/16|133.68.128.0/18,150.244.0.0/16,163.197.0.0/16,202.227.182.0/24,202.11.224.0/21,202.6.192.0/18,203.177.0.0/17,202.254.184.0/21,202.11.0.0/19
915,133.10.0.0/16|133.198.192.0/18,150.242.0.0/16,163.188.0.0/16,202.209.182.0/24,202.12.32.0/21,202.6.0.0/18,203.138.128.0/17,202.199.168.0/21,202.12.224.0/19
922,133.109.0.0/16|133.155.64.0/18,150.200.0.0/16,163.193.0.0/16,202.129.74.0/24,202.54.112.0/21,202.62.128.0/18,203.77.0.0/17,202.158.208.0/21,202.54.160.0/19
929,133.136.0.0/16|133.59.0.0/18,150.52.0.0/16,163.45.0.0/16,202.63.179.0/24,202.235.192.0/21,202.229.0.0/18,203.99.0.0/17,202.34.80.0/21,202.235.32.0/19
1006,133.139.0.0/16|133.0.128.0/18,150.56.0.0/16,163.97.0.0/16,202.0.78.0/24,202.195.168.0/21,202.201.192.0/18,203.210.128.0/17,202.25.112.0/21,202.195.64.0/19
1013,133.149.0.0/16|133.103.0.0/18,150.53.0.0/16,163.249.0.0/16,202.159.150.0/24,202.54.40.0/21,202.63.0.0/18,203.77.0.0/17,202.134.104.0/21,202.54.192.0/19
1020,133.129.0.0/16|133.11.0.0/18,150.75.0.0/16,163.229.0.0/16,202.12.181.0/24,202.203.0.0/21,202.194.192.0/18,203.179.128.0/17,202.26.160.0/21,202.203.224.0/19
1027,133.133.0.0/16|133.24.0.0/16,150.181.0.0/16,163.249.0.0/16,202.238.118.0/24,202.52.32.0/21,202.56.191.0/18,203.178.128.0/17,202.255.100.0/21,202.52.168.0/19
1103,133.137.0.0/16|133.125.0.0/16,150.74.0.0/16,163.61.0.0/16,202.233.86.0/24,202.13.99.0/21,202.4.231.0/18,203.141.128.0/17,202.251.76.0/21,
1110,133.149.0.0/16|133.8.0.0/16,150.180.0.0/16,163.226.0.0/16,202.113.167.0/24,202.200.225.0/21,202.199.37.0/18,203.181.0.0/17,202.103.85.0/21,
1117,133.250.0.0/16|133.25.0.0/16,150.4.0.0/16,163.51.0.0/16,202.30.126.0/24,202.245.161.0/21,202.253.179.0/18,203.66.128.0/17,202.10.108.0/21,
1124,133.98.0.0/16|133.154.0.0/16,150.118.0.0/16,163.37.0.0/16,202.110.184.0/24,202.45.15.0/21,202.249.18.0/18,203.77.128.0/17,202.127.43.0/21,
1201,133.201.0.0/16|133.60.0.0/16,150.27.0.0/16,163.173.0.0/16,202.199.149.0/24,202.28.44.0/21,202.22.38.0/18,203.10.128.0/17,202.218.176.0/21,
1208,133.138.0.0/16|133.6.0.0/16,150.37.0.0/16,163.93.0.0/16,,202.94.6.0/21,202.87.105.0/18,203.74.128.0/17,202.233.33.0/21,
1215,133.9.0.0/16|133.251.0.0/16,150.60.0.0/16,163.34.0.0/16,202.252.57.0/24,202.91.133.0/21,202.85.120.0/18,203.161.0.0/17,202.230.213.0/21,
1222,133.146.0.0/16|133.88.0.0/16,150.139.0.0/16,163.221.0.0/16,202.176.72.0/24,202.11.214.0/21,202.6.0.0/18,203.114.128.0/17,202.166.84.0/21,
1229,133.21.0.0/16|133.226.0.0/16,150.202.0.0/16,163.194.0.0/16,202.224.73.0/24,202.5.192.0/21,202.11.63.0/18,203.61.0.0/17,202.250.171.0/21,
